,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,games,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,incoming_relation_id,relation_type
9878,"Shawnus, WoodnSheep",Offer,809,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316606,30,261,190,5,685,Question,anyone after wood...,7925,Segment,0,0,0,0
9879,ztime,Refusal,809,s2_league4_game3,Shawnus,s2_league4_game3_05_stac_1399316609,30,262,222,5,685,Assertion,defininetly not,7926,Segment,0,0,s2_league4_game3_05_asoubeille_1407757142032,Question_answer_pair
9880,Shawnus,Other,809,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316612,30,263,240,5,685,Assertion,:-),7927,Segment,0,0,s2_league4_game3_05_asoubeille_1407757159079,Acknowledgement
9881,"WoodnSheep, ztime",Offer,810,s2_league4_game3,Shawnus,s2_league4_game3_05_stac_1399316616,30,266,284,5,686,Question,so no one wants wood right?,7928,Segment,0,0,0,0
9882,Shawnus,Refusal,810,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316619,30,267,301,5,686,Assertion,na,7929,Segment,0,0,s2_league4_game3_05_asoubeille_1407757186977,Acknowledgement
9883,Shawnus,Refusal,810,s2_league4_game3,WoodnSheep,s2_league4_game3_05_stac_1399316622,30,268,324,5,686,Assertion,nah,7930,Segment,0,0,s2_league4_game3_05_asoubeille_1407757214684,Acknowledgement
9884,Shawnus,Other,810,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316625,30,270,345,5,686,Assertion,costly,7931,Segment,0,0,s2_league4_game3_05_asoubeille_1407757588179,Explanation
9885,"Shawnus, ztime",Other,810,s2_league4_game3,WoodnSheep,s2_league4_game3_05_stac_1399316628,30,271,386,5,686,Assertion,If people wanted wood,7932,Segment,s2_league4_game3_05_asoubeille_1407757361228,EDU,0,0
9886,"Shawnus, ztime",Other,810,s2_league4_game3,WoodnSheep,s2_league4_game3_05_stac_1399316629,30,271,415,5,686,Assertion,I'd be in a better situation,7932,Segment,s2_league4_game3_05_asoubeille_1407757361228,EDU,s2_league4_game3_05_asoubeille_1407757316951,Conditional
9887,Shawnus,Other,810,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316632,30,273,439,5,686,Assertion,nice move,7933,Segment,0,0,0,0
9888,"WoodnSheep, ztime",Other,811,s2_league4_game3,Shawnus,s2_league4_game3_05_stac_1399316636,30,275,463,5,687,Assertion,sorry -,7934,Segment,0,0,0,0
9889,"WoodnSheep, ztime",Other,811,s2_league4_game3,Shawnus,s2_league4_game3_05_stac_1399316637,30,275,491,5,687,Assertion,keep forgetting to hit done,7934,Segment,0,0,s2_league4_game3_05_asoubeille_1407757651136,Explanation
9890,All,Other,811,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316640,30,276,507,5,687,Assertion,7,7935,Segment,s2_league4_game3_05_asoubeille_1407757713680,EDU,0,0
9891,All,Other,811,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316643,30,277,530,5,687,Assertion,again...,7936,Segment,s2_league4_game3_05_asoubeille_1407757713680,EDU,s2_league4_game3_05_asoubeille_1407757677007,Continuation
9892,"WoodnSheep, ztime",Other,811,s2_league4_game3,Shawnus,s2_league4_game3_05_stac_1399316646,30,278,576,5,687,Assertion,glad i got rid of some cards!,7937,Segment,0,0,s2_league4_game3_05_asoubeille_1407757723545,Comment
9893,"Shawnus, ztime",Offer,811,s2_league4_game3,WoodnSheep,s2_league4_game3_05_stac_1399316649,30,279,605,5,687,Request,any clay?,7938,Segment,0,0,0,0
9894,WoodnSheep,Refusal,811,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316652,30,280,628,5,687,Assertion,nope soz,7939,Segment,0,0,s2_league4_game3_05_asoubeille_1407757746624,Question_answer_pair
9895,WoodnSheep,Refusal,811,s2_league4_game3,Shawnus,s2_league4_game3_05_stac_1399316655,30,281,649,5,687,Assertion,nope,7940,Segment,0,0,s2_league4_game3_05_asoubeille_1407757761512,Question_answer_pair
9896,"Shawnus, ztime",Offer,811,s2_league4_game3,WoodnSheep,s2_league4_game3_05_stac_1399316658,30,282,679,5,687,Request,any sheep?,7941,Segment,0,0,s2_league4_game3_05_asoubeille_1407757776444,Continuation
9897,"Shawnus, ztime",Offer,811,s2_league4_game3,WoodnSheep,s2_league4_game3_05_stac_1399316658,30,282,679,5,687,Request,any sheep?,7941,Segment,0,0,s2_league4_game3_05_asoubeille_1407757792574,Result
9898,"Shawnus, ztime",Offer,811,s2_league4_game3,WoodnSheep,s2_league4_game3_05_stac_1399316658,30,282,679,5,687,Request,any sheep?,7941,Segment,0,0,s2_league4_game3_05_asoubeille_1407757806170,Result
9899,WoodnSheep,Other,811,s2_league4_game3,Shawnus,s2_league4_game3_05_stac_1399316661,30,283,700,5,687,Question,for?,7942,Segment,s2_league4_game3_05_asoubeille_1407757856671,EDU,0,0
9900,WoodnSheep,Counteroffer,811,s2_league4_game3,Shawnus,s2_league4_game3_05_stac_1399316664,30,284,732,5,687,Assertion,dont say wood..,7943,Segment,s2_league4_game3_05_asoubeille_1407757856671,EDU,s2_league4_game3_05_asoubeille_1407757837918,Elaboration
9901,Shawnus,Offer,811,s2_league4_game3,WoodnSheep,s2_league4_game3_05_stac_1399316667,30,285,758,5,687,Assertion,woo...,7944,Segment,0,0,s2_league4_game3_05_asoubeille_1407757909950,Question_answer_pair
9902,Shawnus,Offer,811,s2_league4_game3,WoodnSheep,s2_league4_game3_05_stac_1399316667,30,285,758,5,687,Assertion,woo...,7944,Segment,0,0,s2_league4_game3_05_asoubeille_1407757933485,Contrast
9903,Shawnus,Other,811,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316670,30,286,774,5,687,Assertion,l,7945,Segment,0,0,s2_league4_game3_05_nasher_1463126416938,Continuation
9904,WoodnSheep,Refusal,811,s2_league4_game3,Shawnus,s2_league4_game3_05_stac_1399316673,30,287,796,5,687,Assertion,:P no,7946,Segment,0,0,s2_league4_game3_05_asoubeille_1407757968592,Question_answer_pair
9905,WoodnSheep,Other,811,s2_league4_game3,Shawnus,s2_league4_game3_05_stac_1399316674,30,287,803,5,687,Assertion,thanks,7946,Segment,0,0,s2_league4_game3_05_asoubeille_1407757986882,Comment
9906,WoodnSheep,Refusal,811,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316677,30,288,823,5,687,Assertion,no ta,7947,Segment,0,0,s2_league4_game3_05_asoubeille_1407758021365,Question_answer_pair
9907,"Shawnus, ztime",Offer,812,s2_league4_game3,WoodnSheep,s2_league4_game3_05_stac_1399316681,30,298,855,5,688,Request,clay for me?,7948,Segment,0,0,0,0
9908,WoodnSheep,Other,812,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316684,30,299,874,5,688,Question,for?,7949,Segment,0,0,s2_league4_game3_05_asoubeille_1407758378531,Q_Elab
9909,ztime,Offer,812,s2_league4_game3,WoodnSheep,s2_league4_game3_05_stac_1399316687,30,300,913,5,688,Assertion,In return for wo*d?,7950,Segment,0,0,s2_league4_game3_05_asoubeille_1407758394806,Question_answer_pair
9910,WoodnSheep,Refusal,812,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316690,30,301,938,5,688,Assertion,errr... no,7951,Segment,s2_league4_game3_05_asoubeille_1407758448561,EDU,0,0
9911,WoodnSheep,Other,812,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316691,30,301,944,5,688,Assertion,sorry,7951,Segment,s2_league4_game3_05_asoubeille_1407758448561,EDU,s2_league4_game3_05_asoubeille_1407758436537,Comment
9912,WoodnSheep,Counteroffer,812,s2_league4_game3,ztime,s2_league4_game3_05_stac_1399316694,30,302,973,5,688,Question,anything else?,7952,Segment,0,0,s2_league4_game3_05_asoubeille_1407758468398,Q_Elab
9913,"WoodnSheep, ztime",Other,812,s2_league4_game3,Shawnus,s2_league4_game3_05_stac_1399316698,30,305,1025,5,688,Question,why cant i make wooden settlements?,7953,Segment,0,0,0,0
9914,ztime,Refusal,812,s2_league4_game3,WoodnSheep,s2_league4_game3_05_stac_1399316701,30,306,1064,5,688,Assertion,I have nothing else,7954,Segment,0,0,s2_league4_game3_05_asoubeille_1407758546245,Question_answer_pair
9915,"Shawnus, ztime",Offer,813,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316592,30,313,35,6,689,Request,clay for wheat?,7955,Segment,0,0,0,0
9916,WoodnSheep,Refusal,813,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316595,30,314,52,6,689,Assertion,no,7956,Segment,0,0,s2_league4_game3_06_asoubeille_1407758958345,Question_answer_pair
9917,WoodnSheep,Other,813,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316596,30,314,58,6,689,Assertion,sorry,7956,Segment,0,0,s2_league4_game3_06_asoubeille_1407758972181,Comment
9918,WoodnSheep,Refusal,813,s2_league4_game3,Shawnus,s2_league4_game3_06_stac_1399316599,30,315,90,6,689,Assertion,i dont have any,7957,Segment,0,0,s2_league4_game3_06_asoubeille_1407758990245,Question_answer_pair
9919,"Shawnus, WoodnSheep",Offer,814,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316603,30,320,131,6,690,Question,ok anyone want a clay now?,7958,Segment,0,0,0,0
9920,ztime,Refusal,814,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316606,30,321,153,6,690,Assertion,no,7959,Segment,0,0,s2_league4_game3_06_asoubeille_1407764681454,Question_answer_pair
9921,ztime,Other,814,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316607,30,321,160,6,690,Assertion,thanks,7959,Segment,0,0,s2_league4_game3_06_asoubeille_1407764695562,Comment
9922,ztime,Other,814,s2_league4_game3,Shawnus,s2_league4_game3_06_stac_1399316610,30,322,186,6,690,Question,haha for?,7960,Segment,0,0,s2_league4_game3_06_asoubeille_1407764713849,Q_Elab
9923,Shawnus,Offer,814,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316613,30,323,216,6,690,Request,I'm after sheep,7961,Segment,0,0,s2_league4_game3_06_asoubeille_1407764728855,Question_answer_pair
9924,ztime,Accept,814,s2_league4_game3,Shawnus,s2_league4_game3_06_stac_1399316616,30,324,235,6,690,Assertion,ok,7962,Segment,0,0,s2_league4_game3_06_asoubeille_1407764743819,Acknowledgement
9925,Shawnus,Other,814,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316619,30,325,252,6,690,Assertion,ta,7963,Segment,0,0,s2_league4_game3_06_asoubeille_1407764760932,Acknowledgement
9926,"Shawnus, WoodnSheep",Offer,814,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316622,30,328,283,6,690,Question,anyone want ore?,7964,Segment,s2_league4_game3_06_asoubeille_1407764859752,EDU,0,0
9927,"Shawnus, WoodnSheep",Offer,814,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316625,30,329,312,6,690,Assertion,I'm after wood,7965,Segment,s2_league4_game3_06_asoubeille_1407764859752,EDU,s2_league4_game3_06_asoubeille_1407764842308,Elaboration
9928,ztime,Refusal,814,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316628,30,330,334,6,690,Assertion,no,7966,Segment,0,0,s2_league4_game3_06_asoubeille_1407764888738,Question_answer_pair
9929,ztime,Other,814,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316629,30,330,341,6,690,Assertion,thanks,7966,Segment,0,0,s2_league4_game3_06_asoubeille_1407764907497,Comment
9930,ztime,Refusal,814,s2_league4_game3,Shawnus,s2_league4_game3_06_stac_1399316632,30,331,362,6,690,Assertion,nope,7967,Segment,0,0,s2_league4_game3_06_asoubeille_1407764931508,Question_answer_pair
9931,"Shawnus, WoodnSheep",Other,814,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316635,30,332,379,6,690,Assertion,ok,7968,Segment,0,0,s2_league4_game3_06_asoubeille_1407764953728,Acknowledgement
9932,"Shawnus, WoodnSheep",Other,814,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316635,30,332,379,6,690,Assertion,ok,7968,Segment,0,0,s2_league4_game3_06_asoubeille_1407764971818,Acknowledgement
9933,"Shawnus, ztime",Offer,815,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316639,30,337,419,6,691,Request,I'd like some wheat?,7969,Segment,0,0,0,0
9934,"Shawnus, WoodnSheep",Other,815,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316642,30,338,461,6,691,Assertion,I'm noticing a trend... :-(,7970,Segment,0,0,s2_league4_game3_06_asoubeille_1407765098921,Comment
9935,"Shawnus, ztime",Offer,815,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316645,30,339,495,6,691,Assertion,I have wood...,7971,Segment,0,0,s2_league4_game3_06_asoubeille_1407765114984,Elaboration
9936,WoodnSheep,Refusal,815,s2_league4_game3,Shawnus,s2_league4_game3_06_stac_1399316648,30,340,518,6,691,Assertion,me too,7972,Segment,0,0,s2_league4_game3_06_asoubeille_1407765185717,Parallel
9937,Shawnus,Other,815,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316651,30,341,546,6,691,Assertion,yer you do...,7973,Segment,0,0,s2_league4_game3_06_asoubeille_1407765305184,Acknowledgement
9938,"Shawnus, ztime",Offer,815,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316654,30,342,571,6,691,Question,clay?,7974,Segment,0,0,s2_league4_game3_06_asoubeille_1407765348389,Alternation
9939,WoodnSheep,Refusal,815,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316657,30,343,597,6,691,Assertion,no can do..,7975,Segment,0,0,s2_league4_game3_06_asoubeille_1407765380199,Question_answer_pair
9940,WoodnSheep,Refusal,815,s2_league4_game3,Shawnus,s2_league4_game3_06_stac_1399316660,30,344,622,6,691,Assertion,got none,7976,Segment,0,0,s2_league4_game3_06_asoubeille_1407765400586,Question_answer_pair
9941,"Shawnus, ztime",Offer,815,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316663,30,345,659,6,691,Request,no one has wheat?,7977,Segment,0,0,s2_league4_game3_06_asoubeille_1407765456662,Q_Elab
9942,WoodnSheep,Refusal,815,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316666,30,346,676,6,691,Assertion,no,7978,Segment,0,0,s2_league4_game3_06_asoubeille_1407765475832,Question_answer_pair
9943,WoodnSheep,Refusal,815,s2_league4_game3,Shawnus,s2_league4_game3_06_stac_1399316669,30,347,697,6,691,Assertion,nope,7979,Segment,0,0,s2_league4_game3_06_asoubeille_1407765494003,Question_answer_pair
9944,"Shawnus, ztime",Other,815,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316672,30,348,726,6,691,Assertion,sad times,7980,Segment,0,0,s2_league4_game3_06_asoubeille_1407765507216,Comment
9945,"Shawnus, ztime",Other,815,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316672,30,348,726,6,691,Assertion,sad times,7980,Segment,0,0,s2_league4_game3_06_asoubeille_1407765524731,Comment
9946,ztime,Other,815,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316675,30,350,759,6,691,Assertion,time for a brew...,7981,Segment,0,0,s2_league4_game3_06_asoubeille_1407765807657,Comment
9947,ztime,Other,815,s2_league4_game3,Shawnus,s2_league4_game3_06_stac_1399316679,30,353,777,6,691,Assertion,k,7982,Segment,0,0,s2_league4_game3_06_asoubeille_1407765885438,Acknowledgement
9948,ztime,Other,815,s2_league4_game3,Shawnus,s2_league4_game3_06_stac_1399316682,30,354,798,6,691,Assertion,haha,7983,Segment,0,0,s2_league4_game3_06_asoubeille_1407765831102,Comment
9949,Shawnus,Other,815,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316685,30,355,816,6,691,Assertion,:-),7984,Segment,0,0,s2_league4_game3_06_asoubeille_1407765914744,Comment
9950,"Shawnus, ztime",Other,815,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316688,30,356,853,6,691,Assertion,I have 3 points!!,7985,Segment,0,0,s2_league4_game3_06_nasher_1463138850747,Comment
9951,WoodnSheep,Other,815,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316691,30,357,874,6,691,Assertion,nice..,7986,Segment,0,0,s2_league4_game3_06_nasher_1463138861754,Comment
9952,ztime,Other,815,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316694,30,358,926,6,691,Assertion,attack those closest to winning!,7987,Segment,0,0,s2_league4_game3_06_asoubeille_1407767474535,Result
9953,"WoodnSheep, ztime",Other,815,s2_league4_game3,Shawnus,s2_league4_game3_06_stac_1399316697,30,359,982,6,691,Question,maybe you two would like some privacy??,7988,Segment,0,0,s2_league4_game3_06_nasher_1463138904954,Clarification_question
9954,"WoodnSheep, ztime",Other,815,s2_league4_game3,Shawnus,s2_league4_game3_06_stac_1399316697,30,359,982,6,691,Question,maybe you two would like some privacy??,7988,Segment,0,0,s2_league4_game3_06_nasher_1463138916705,Clarification_question
9955,WoodnSheep,Other,815,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316700,30,360,1017,6,691,Assertion,last time you won...,7989,Segment,s2_league4_game3_06_asoubeille_1407766156762,EDU,0,0
9956,WoodnSheep,Other,815,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316703,30,361,1040,6,691,Assertion,I lost..,7990,Segment,s2_league4_game3_06_asoubeille_1407766156762,EDU,s2_league4_game3_06_asoubeille_1407766123808,Continuation
9957,WoodnSheep,Other,815,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316706,30,362,1070,6,691,Assertion,by a long way..,7991,Segment,s2_league4_game3_06_asoubeille_1407766156762,EDU,s2_league4_game3_06_asoubeille_1407766141830,Elaboration
9958,ztime,Other,815,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316709,30,363,1118,6,691,Assertion,no danger of me winning here,7992,Segment,0,0,s2_league4_game3_06_asoubeille_1407766175493,Contrast
9959,WoodnSheep,Other,815,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316713,30,366,1156,6,691,Assertion,expect the unexpected..,7993,Segment,s2_league4_game3_06_asoubeille_1407766928992,EDU,0,0
9960,WoodnSheep,Other,815,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316716,30,367,1185,6,691,Assertion,I'm a robot...,7994,Segment,s2_league4_game3_06_asoubeille_1407766928992,EDU,s2_league4_game3_06_asoubeille_1407766877252,Elaboration
9961,WoodnSheep,Other,815,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316719,30,368,1224,6,691,Assertion,part of the experiment..,7995,Segment,s2_league4_game3_06_asoubeille_1407766928992,EDU,s2_league4_game3_06_asoubeille_1407766909310,Continuation
9962,ztime,Other,815,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316723,30,371,1248,6,691,Assertion,hehe,7996,Segment,0,0,s2_league4_game3_06_asoubeille_1407766938722,Comment
9963,"Shawnus, ztime",Offer,816,s2_league4_game3,WoodnSheep,s2_league4_game3_06_stac_1399316726,30,372,1281,6,691,Request,sheep for me?,7997,Segment,0,0,0,0
9964,WoodnSheep,Refusal,816,s2_league4_game3,ztime,s2_league4_game3_06_stac_1399316729,30,373,1301,6,691,Assertion,sorry,7998,Segment,0,0,s2_league4_game3_06_asoubeille_1407766959131,Question_answer_pair
9965,WoodnSheep,Refusal,816,s2_league4_game3,Shawnus,s2_league4_game3_06_stac_1399316732,30,374,1322,6,691,Assertion,nope,7999,Segment,0,0,s2_league4_game3_06_asoubeille_1407766974531,Question_answer_pair
9966,WoodnSheep,Other,816,s2_league4_game3,Shawnus,s2_league4_game3_06_stac_1399316733,30,374,1328,6,691,Assertion,sorry,7999,Segment,0,0,s2_league4_game3_06_asoubeille_1407766985291,Comment
9967,"Shawnus, ztime",Other,817,s2_league4_game3,WoodnSheep,s2_league4_game3_07_stac_1490365193,30,377,93,7,691,Assertion,well that was epically stupid on the part of me/ my computer/ my internet,8000,Segment,s2_league4_game3_07_asoubeille_1407768259540,EDU,0,0
9968,"Shawnus, ztime",Other,817,s2_league4_game3,WoodnSheep,s2_league4_game3_07_stac_1490365196,30,378,159,7,691,Assertion,that was not supposed to be a peice of road :(,8001,Segment,s2_league4_game3_07_asoubeille_1407768259540,EDU,s2_league4_game3_07_asoubeille_1407768162899,Elaboration
9969,WoodnSheep,Other,817,s2_league4_game3,Shawnus,s2_league4_game3_07_stac_1490365199,30,379,232,7,691,Assertion,i think it's part of some brilliant show stealing tactic,8002,Segment,0,0,s2_league4_game3_07_asoubeille_1407768306407,Explanation
9970,WoodnSheep,Other,817,s2_league4_game3,ztime,s2_league4_game3_07_stac_1490365202,30,380,253,7,691,Assertion,ctrl z,8003,Segment,0,0,s2_league4_game3_07_asoubeille_1407768522888,Result
9971,ztime,Other,817,s2_league4_game3,WoodnSheep,s2_league4_game3_07_stac_1490365205,30,381,294,7,691,Question,oh really? that works,8004,Segment,0,0,s2_league4_game3_07_asoubeille_1407768613664,Clarification_question
9972,WoodnSheep,Other,817,s2_league4_game3,ztime,s2_league4_game3_07_stac_1490365208,30,382,318,7,691,Assertion,naa dunno,8005,Segment,0,0,s2_league4_game3_07_asoubeille_1407768627682,Question_answer_pair
9973,All,Other,817,s2_league4_game3,Shawnus,s2_league4_game3_07_stac_1490365211,30,383,341,7,691,Assertion,hahaha,8006,Segment,0,0,s2_league4_game3_07_asoubeille_1407768651660,Comment
9974,All,Other,817,s2_league4_game3,ztime,s2_league4_game3_07_stac_1490365214,30,384,390,7,691,Assertion,if only in life there was a ctrl z,8007,Segment,0,0,s2_league4_game3_07_asoubeille_1407768671346,Comment
9975,ztime,Other,817,s2_league4_game3,WoodnSheep,s2_league4_game3_07_stac_1490365217,30,385,485,7,691,Assertion,"ahh, I'm aiming to not do it again, but if there is i'll try that next time",8008,Segment,0,0,s2_league4_game3_07_asoubeille_1407768768785,Contrast
9976,"Shawnus, WoodnSheep",Offer,818,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316620,30,388,517,7,692,Question,anyone want wood?,8009,Segment,0,0,0,0
9977,ztime,Refusal,818,s2_league4_game3,Shawnus,s2_league4_game3_07_stac_1399316623,30,389,538,7,692,Assertion,nope,8010,Segment,0,0,s2_league4_game3_07_asoubeille_1407769006509,Question_answer_pair
9978,ztime,Refusal,818,s2_league4_game3,WoodnSheep,s2_league4_game3_07_stac_1399316626,30,390,560,7,692,Assertion,no,8011,Segment,0,0,s2_league4_game3_07_asoubeille_1407769022259,Question_answer_pair
9979,ztime,Other,818,s2_league4_game3,WoodnSheep,s2_league4_game3_07_stac_1399316627,30,390,567,7,692,Assertion,thanks,8011,Segment,0,0,s2_league4_game3_07_asoubeille_1407769032530,Comment
9980,"Shawnus, WoodnSheep",Other,818,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316630,30,391,587,7,692,Assertion,ok ta,8012,Segment,0,0,s2_league4_game3_07_asoubeille_1407769049912,Acknowledgement
9981,"Shawnus, WoodnSheep",Other,818,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316630,30,391,587,7,692,Assertion,ok ta,8012,Segment,0,0,s2_league4_game3_07_asoubeille_1407769063488,Acknowledgement
9982,All,Other,819,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316634,30,397,670,7,693,Question,I wonder if this thing has any secret keywords to enable cheat mode?,8013,Segment,0,0,0,0
9983,All,Other,819,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316637,30,399,689,7,693,Assertion,jeff,8014,Segment,s2_league4_game3_07_asoubeille_1407769177271,EDU,0,0
9984,All,Other,819,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316640,30,400,714,7,693,Assertion,jefty jeff,8015,Segment,s2_league4_game3_07_asoubeille_1407769177271,EDU,s2_league4_game3_07_asoubeille_1407769125181,Alternation
9985,"Shawnus, ztime",Other,820,s2_league4_game3,WoodnSheep,s2_league4_game3_07_stac_1399316644,30,403,805,7,694,Assertion,we haven't had to type time yet or whatever it is that extends the time,8016,Segment,0,0,0,0
9986,WoodnSheep,Other,820,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316647,30,404,827,7,694,Assertion,addtime,8017,Segment,0,0,s2_league4_game3_07_asoubeille_1407769232525,Continuation
9987,WoodnSheep,Other,820,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316650,30,405,847,7,694,Assertion,woops,8018,Segment,0,0,s2_league4_game3_07_asoubeille_1407769376747,Comment
9988,"WoodnSheep, ztime",Other,820,s2_league4_game3,Shawnus,s2_league4_game3_07_stac_1399316653,30,406,964,7,694,Assertion,i remember playing this football by post game once...you sent tactics in and there was a chat sectio,8019,Segment,0,0,0,0
9989,Shawnus,Other,820,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316656,30,407,990,7,694,Assertion,nice story.,8020,Segment,0,0,s2_league4_game3_07_asoubeille_1407769489318,Comment
9990,All,Other,820,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316659,30,408,1023,7,694,Assertion,memories.. ahhh...,8021,Segment,0,0,s2_league4_game3_07_asoubeille_1407769533000,Comment
9991,"Shawnus, WoodnSheep",Offer,820,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316662,30,409,1055,7,694,Question,anyone want wood?,8022,Segment,0,0,s2_league4_game3_07_nasher_1463139688359,Continuation
9992,ztime,Refusal,820,s2_league4_game3,WoodnSheep,s2_league4_game3_07_stac_1399316665,30,410,1077,7,694,Assertion,no,8023,Segment,0,0,s2_league4_game3_07_asoubeille_1407769551446,Question_answer_pair
9993,ztime,Other,820,s2_league4_game3,WoodnSheep,s2_league4_game3_07_stac_1399316666,30,410,1084,7,694,Assertion,thanks,8023,Segment,0,0,s2_league4_game3_07_asoubeille_1407769567976,Comment
9994,"WoodnSheep, ztime",Other,820,s2_league4_game3,Shawnus,s2_league4_game3_07_stacutil_1463174744,30,411,1130,7,694,Assertion,if you type cash cash cash in,8024,Segment,s2_league4_game3_07_nasher_1463140190860,EDU,0,0
9995,"WoodnSheep, ztime",Other,820,s2_league4_game3,Shawnus,s2_league4_game3_07_stacutil_1463174745,30,411,1155,7,694,Assertion,the board gave you money,8024,Segment,s2_league4_game3_07_nasher_1463140190860,EDU,s2_league4_game3_07_nasher_1463140138301,Conditional
9996,"WoodnSheep, ztime",Other,820,s2_league4_game3,Shawnus,s2_league4_game3_07_stac_1399316672,30,412,1207,7,694,Assertion,didn't realise limited characters..,8025,Segment,s2_league4_game3_07_asoubeille_1407769699830,EDU,s2_league4_game3_07_asoubeille_1407769681153,Explanation
9997,Shawnus,Other,820,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316675,30,413,1226,7,694,Assertion,haha,8026,Segment,0,0,s2_league4_game3_07_asoubeille_1407769718622,Comment
9998,ztime,Other,820,s2_league4_game3,WoodnSheep,s2_league4_game3_07_stac_1399316678,30,414,1284,7,694,Assertion,I've been caught out a couple of times,8027,Segment,0,0,s2_league4_game3_07_asoubeille_1407769877763,Explanation
9999,WoodnSheep,Other,820,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316681,30,415,1303,7,694,Assertion,err.,8028,Segment,s2_league4_game3_07_nasher_1463140342033,EDU,0,0
10000,"Shawnus, WoodnSheep",Offer,820,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316682,30,415,1320,7,694,Question,anyone want ore?,8028,Segment,s2_league4_game3_07_nasher_1463140342033,EDU,s2_league4_game3_07_nasher_1463140318640,Continuation
10001,"Shawnus, WoodnSheep",Offer,820,s2_league4_game3,ztime,s2_league4_game3_07_stac_1399316685,30,416,1350,7,694,Assertion,I'm after wheat,8029,Segment,s2_league4_game3_07_nasher_1463140342033,EDU,s2_league4_game3_07_asoubeille_1407769940484,Elaboration
